5,5.00,2,109,1
3,0.10,1,-1349,0
1,0.10,1,-1256,0
3,0.10,1,1349,0
5,5.00,2,109,2
3,0.10,1,-1349,0
3,0.10,1,1349,0
5,5.00,2,109,1
3,0.10,1,-1349,0
1,0.10,1,1256,0
3,0.10,1,1349,0
5,5.00,2,109,2
3,0.10,1,-1349,0
END
