1,0.10,1,1753,0
4,0.10,1,1102,0
3,0.10,1,1004,0
5,5.00,2,96,1
2,0.10,1,1267,0
1,0.10,1,-1412,0
2,0.10,1,-1267,0
5,5.00,2,96,2
2,0.10,1,1267,0
2,0.10,1,-1267,0
5,5.00,2,96,1
2,0.10,1,1267,0
1,0.10,1,1412,0
2,0.10,1,-1267,0
5,5.00,2,96,2
2,0.10,1,1267,0
END
