1,0.10,1,743,0
4,0.10,1,1095,0
3,0.10,1,805,0
5,5.00,2,91,1
4,0.10,1,-613,0
4,0.10,1,791,0
5,5.00,2,93,2
4,0.10,1,-689,0
4,0.10,1,690,0
5,5.00,2,71,1
4,0.10,1,-489,0
1,0.10,1,-761,0
4,0.10,1,448,0
2,0.10,1,-46,0
5,5.00,2,72,2
4,0.10,1,-776,0
